4001,C Programming Zone,FAMILY,4.6,1218,4.0M,"50,000+",False,0.0,Everyone,Education,2017-05-13,3.0,4.0.3 and up
4002,C Offline Tutorial,BOOKS_AND_REFERENCE,4.7,88,4.2M,"1,000+",False,0.0,Everyone,Books & Reference,2017-12-08,1.0.1,4.1 and up
4003,Neon Glow C - Icon Pack,PERSONALIZATION,4.8,557,74M,"10,000+",False,1.0,Everyone,Personalization,2018-07-27,4.5.0,4.0.3 and up
4004,All C Programs,FAMILY,4.7,2387,6.9M,"100,000+",False,0.0,Everyone,Education,2018-06-09,2.5.1,4.1 and up
4005,Clean Master- Space Cleaner & Antivirus,TOOLS,4.7,42916526,Varies with device,"500,000,000+",False,0.0,Everyone,Tools,2018-08-03,Varies with device,Varies with device
4006,C by GE,LIFESTYLE,1.7,686,6.6M,"10,000+",False,0.0,Everyone,Lifestyle,2018-07-11,4.1.07,4.3 and up
4007,CPlus for Craigslist - Officially Licensed,LIFESTYLE,4.5,8096,16M,"1,000,000+",False,0.0,Mature 17+,Lifestyle,2018-08-03,1.6.4,4.1 and up
4008,Alt-C,PRODUCTIVITY,4.0,499,4.7M,"10,000+",False,0.0,Everyone,Productivity,2017-01-27,1.37,4.0 and up
4009,C-SPAN Radio,FAMILY,3.6,608,5.4M,"100,000+",False,0.0,Everyone,Entertainment,2018-05-17,4.3.2,4.1 and up
4010,Bridge-C - Get More Storage,TOOLS,2.0,24,35M,"1,000+",False,0.0,Everyone,Tools,2017-12-29,1.7,6.0 and up
4011,Community by C Space,LIFESTYLE,4.7,707,26M,"5,000+",False,0.0,Everyone,Lifestyle,2018-07-17,2.2.0,4.4 and up
4012,My C Spire,PRODUCTIVITY,4.1,376,32M,"50,000+",False,0.0,Everyone,Productivity,2018-07-23,2.15.1,4.4 and up
4013,learn c in hindi,FAMILY,4.3,109,2.7M,"5,000+",False,0.0,Everyone,Education,2017-06-24,4.1,4.0 and up
4014,Learn C Programming (Examples) (OFFLINE),FAMILY,4.3,43,3.7M,"10,000+",False,0.0,Everyone,Education,2017-12-16,1.0.3,4.1 and up
4015,"C Programming - Learn Code, Theory & Discuss",FAMILY,4.5,2751,7.0M,"100,000+",False,0.0,Everyone,Education,2018-06-15,3.2.8,4.0.3 and up
4016,Expert C Programming - Learn C Coding Easily,FAMILY,4.4,77,6.9M,"5,000+",False,0.0,Everyone,Education,2018-01-05,1.1.9,5.0 and up
4017,Hill Climb Racing,GAME,4.4,8921451,63M,"100,000,000+",False,0.0,Everyone,Racing,2018-07-02,1.37.2,4.2 and up
4018,codeEazy - C/C++/JAVA,FAMILY,4.6,130,2.2M,"10,000+",False,0.0,Everyone,Education,2016-04-04,1.0.3,4.0.3 and up
4019,Batmobile™ R/C Controller,FAMILY,3.7,452,30M,"100,000+",False,0.0,Everyone,Entertainment,2018-02-02,1.0.8,4.4 and up
4020,C Pattern Programs Free,FAMILY,4.5,4115,5.8M,"100,000+",False,0.0,Everyone,Education,2018-07-08,7.1.0,4.0 and up
4021,C Programs Handbook,BOOKS_AND_REFERENCE,4.0,459,3.1M,"50,000+",False,0.0,Everyone,Books & Reference,2017-11-16,2.2.3.3,4.0 and up
4022,C Functions,FAMILY,4.8,55,1.5M,"1,000+",False,0.0,Everyone,Education,2015-09-26,1.0,4.0.3 and up
4023,Learn C# - .Net - C Sharp Programming Tutorial App,FAMILY,4.0,1320,8.6M,"100,000+",False,0.0,Everyone,Education,2018-06-03,4.1.0,4.1 and up
4024,Learn Basic C - For Beginners,FAMILY,4.7,27,772k,"5,000+",False,0.0,Everyone,Education,2016-01-20,1.0,3.0 and up
4025,C Prowess,FAMILY,4.8,306,3.3M,"5,000+",False,0.0,Everyone,Education,2017-06-03,1.2,4.1 and up
4026,101 C Programming Problems,FAMILY,4.6,498,5.0M,"50,000+",False,0.0,Everyone,Education,2017-10-15,2.0,4.0.3 and up
4027,Let us C - Example Programs,FAMILY,4.3,36,1.1M,"5,000+",False,0.0,Everyone,Education,2017-08-30,1.2,3.0 and up
4028,C Examples,FAMILY,4.2,1002,4.4M,"10,000+",False,0.0,Everyone,Education,2016-08-31,3.9,4.0 and up
4029,C BOOK-C PROGRAMS,FAMILY,4.8,138,2.1M,"10,000+",False,0.0,Everyone,Education,2017-09-22,1.0,3.0 and up
4030,100+ C Programs,FAMILY,4.2,20,1.6M,"5,000+",False,0.0,Everyone,Education,2017-01-03,1.0,4.0 and up
4031,ZEDGE™ Ringtones & Wallpapers,PERSONALIZATION,4.6,6459626,Varies with device,"100,000,000+",False,0.0,Teen,Personalization,2018-07-19,Varies with device,Varies with device
4032,Dubsmash,VIDEO_PLAYERS,4.2,1971777,29M,"100,000,000+",False,0.0,Teen,Video Players & Editors,2018-05-11,2.35.8,4.1 and up
4033,Discord - Chat for Gamers,COMMUNICATION,4.5,305347,39M,"10,000,000+",False,0.0,Teen,Communication,2018-07-27,7.1.8,4.1 and up
4034,Hitman Sniper,GAME,4.6,408292,29M,"10,000,000+",False,1.0,Mature 17+,Action,2018-07-12,1.7.110758,4.1 and up
4035,FRONTLINE COMMANDO: D-DAY,GAME,4.5,1736105,14M,"10,000,000+",False,0.0,Mature 17+,Action,2014-05-16,3.0.4,2.1 and up
4036,Minion Rush: Despicable Me Official Game,FAMILY,4.5,10214862,Varies with device,"100,000,000+",False,0.0,Everyone 10+,Casual;Action & Adventure,2018-07-12,Varies with device,Varies with device
4037,Fruit Ninja®,GAME,4.3,5091448,41M,"100,000,000+",False,0.0,Everyone,Arcade,2018-07-12,2.6.7.487220,4.1 and up
4038,"DU Recorder – Screen Recorder, Video Editor, Live",VIDEO_PLAYERS,4.8,2588730,9.7M,"50,000,000+",False,0.0,Everyone,Video Players & Editors,2018-07-30,1.7.1.3,5.0 and up
4039,Google Duo - High Quality Video Calls,COMMUNICATION,4.6,2083237,Varies with device,"500,000,000+",False,0.0,Everyone,Communication,2018-07-31,37.1.206017801.DR37_RC14,4.4 and up
4040,Crossy Road,GAME,4.5,4229977,60M,"100,000,000+",False,0.0,Everyone,Action,2018-08-01,3.1.0,5.0 and up
4041,Temple Run 2,GAME,4.3,8116142,62M,"500,000,000+",False,0.0,Everyone,Action,2018-07-05,1.49.1,4.0 and up
4042,Beach Buggy Blitz,GAME,4.2,640974,47M,"50,000,000+",False,0.0,Everyone,Racing,2018-06-05,1.5,4.0.3 and up
4043,Vector,GAME,4.4,3058687,89M,"100,000,000+",False,0.0,Everyone 10+,Arcade,2016-07-18,1.2.0,4.0 and up
4044,Dr. Driving,GAME,4.5,4972230,9.9M,"100,000,000+",False,0.0,Everyone,Racing,2018-03-02,1.52,4.0.3 and up
4045,D Day World War II Commando Survival Shooting,GAME,4.2,951,64M,"100,000+",False,0.0,Teen,Action,2018-05-25,1.2,4.1 and up
4046,Geometry Dash Meltdown,GAME,4.6,1591129,48M,"50,000,000+",False,0.0,Everyone,Arcade,2017-12-22,1.01,4.0 and up
4047,Koi Live Wallpaper,PERSONALIZATION,4.6,14026,12M,"100,000+",False,1.0,Everyone,Personalization,2014-06-24,1.9,2.2 and up
4048,Dropbox,PRODUCTIVITY,4.4,1860844,61M,"500,000,000+",False,0.0,Everyone,Productivity,2018-08-01,Varies with device,Varies with device
4049,KineMaster – Pro Video Editor,VIDEO_PLAYERS,4.5,1013867,32M,"50,000,000+",False,0.0,Everyone,Video Players & Editors,2018-08-03,4.5.0.10701.GP,4.1 and up
4050,Block City Wars + skins export,FAMILY,4.5,762706,28M,"10,000,000+",False,0.0,Teen,Simulation,2018-03-30,6.7.5,4.0 and up
4051,Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7657490,Varies with device,"100,000,000+",False,0.0,Mature 17+,Action,2018-08-02,Varies with device,Varies with device
4052,Bike Race Free - Top Motorcycle Racing Games,GAME,4.5,2586261,Varies with device,"100,000,000+",False,0.0,Everyone,Racing,2018-07-31,7.7.9,4.2 and up
4053,Dance School Stories - Dance Dreams Come True,FAMILY,4.4,91171,36M,"1,000,000+",False,0.0,Everyone,Role Playing,2018-08-03,1.0.8,4.1 and up
4054,3D Bowling,SPORTS,4.1,1076243,13M,"100,000,000+",False,0.0,Everyone,Sports,2018-01-18,3.1,2.0.1 and up
4055,Plants vs. Zombies FREE,FAMILY,4.4,4064868,69M,"100,000,000+",False,0.0,Everyone 10+,Strategy,2018-07-06,2.2.00,4.1 and up
4056,Dream League Soccer 2018,SPORTS,4.6,9873470,74M,"100,000,000+",False,0.0,Everyone,Sports,2018-07-16,5.064,4.4 and up
