station_id,datapoint_id,alarm_id,event_time,value,valueThreshold,isActive,storedtime
1161114061,121,301,2017-02-18 18:59:03 UTC,76,80,true,
1161114061,121,309,2017-02-18 18:59:03 UTC,76,200,false,
1161114061,121,301,2017-02-18 18:59:03 UTC,76,80,true,
1161114061,121,309,2017-02-18 18:58:59 UTC,189,200,true,
1161114061,121,301,2017-02-18 18:59:03 UTC,76,80,true,
1161114061,121,309,2017-02-18 18:58:59 UTC,189,200,true,
1161114061,121,309,2017-02-18 18:58:59 UTC,189,200,true,
1161114061,121,309,2017-02-18 18:59:03 UTC,76,200,false,
1161114061,121,309,2017-02-18 18:59:03 UTC,76,200,false,
1161114061,121,309,2017-02-18 18:58:59 UTC,189,200,true,
1161114061,121,309,2017-02-18 18:59:03 UTC,76,200,false,
1161114061,121,309,2017-02-18 18:58:59 UTC,189,200,true,
1161114061,121,301,2017-02-18 18:59:03 UTC,76,80,true,
1161114061,125,310,2017-02-18 20:18:34 UTC,30,30,false,
1161114061,124,309,2017-02-18 20:18:29 UTC,200,200,false,
1161114061,125,310,2017-02-18 20:18:24 UTC,33.5,30,true,
1161114061,143,312,2017-02-18 20:18:20 UTC,28,28,false,
1161114061,144,312,2017-02-18 20:18:21 UTC,28,28,false,
1161114061,144,312,2017-02-18 20:18:18 UTC,28.5,28,true,
1161114061,124,309,2017-02-18 20:17:59 UTC,207,200,false,
1161114061,143,312,2017-02-18 20:18:18 UTC,28.5,28,true,
1161114061,124,309,2017-02-18 20:17:55 UTC,95,200,true,
1161114061,124,309,2017-02-18 20:18:24 UTC,199,200,true,
1161114061,112,303,2017-02-19 08:14:20 UTC,999999,999999,true,
1161114061,121,309,2017-02-19 08:10:15 UTC,110,200,true,
1161114061,111,322,2017-02-19 07:44:00 UTC,30.5,30,true,
1161114061,121,301,2017-02-19 08:10:15 UTC,110,80,false,
1161114061,121,309,2017-02-19 08:10:17 UTC,224,200,false,
1161114061,113,303,2017-02-19 08:24:05 UTC,999999,999999,true,
1161114061,152,317,2017-02-19 09:13:51 UTC,999991,0,true,
1161114061,153,319,2017-02-19 09:14:11 UTC,999991,1,true,
1161114061,153,319,2017-02-19 09:14:02 UTC,999990,1,false,
1161114061,144,312,2017-02-19 09:24:29 UTC,28.5,28,true,
1161114061,153,319,2017-02-19 09:14:16 UTC,999990,1,false,
1161114061,153,319,2017-02-19 09:13:53 UTC,999991,1,true,
1161114061,144,312,2017-02-19 09:24:31 UTC,28,28,false,
1161114061,143,312,2017-02-19 09:24:28 UTC,28.5,28,true,
1161114061,152,317,2017-02-19 09:14:17 UTC,999990,0,false,
1161114061,152,317,2017-02-19 09:13:58 UTC,999990,0,false,
1161114061,143,312,2017-02-19 09:24:31 UTC,28,28,false,
1161114061,124,309,2017-02-19 09:12:27 UTC,70,200,false,
1161114061,152,317,2017-02-19 09:14:13 UTC,999991,0,true,
1161114061,124,309,2017-02-19 09:12:23 UTC,187,200,true,
1161114061,111,322,2017-02-19 10:42:25 UTC,30,30,false,
1161114061,113,303,2017-02-19 10:42:35 UTC,999999,999999,false,
1161114061,112,303,2017-02-19 10:40:15 UTC,999999,999999,false,
1161114061,116,303,2017-02-20 07:45:08 UTC,999999,999999,true,
1161114061,116,303,2017-02-20 07:45:09 UTC,999999,999999,false,
1161114061,116,303,2017-02-20 07:45:08 UTC,999999,999999,true,
1161114061,116,303,2017-02-20 07:45:09 UTC,999999,999999,false,
1161114061,116,303,2017-02-20 07:45:08 UTC,999999,999999,true,
1161114061,116,303,2017-02-20 07:45:09 UTC,999999,999999,false,
1161114061,116,303,2017-02-20 07:45:08 UTC,999999,999999,true,
1161114061,116,303,2017-02-20 15:09:50 UTC,999999,999999,false,
1161114061,116,303,2017-02-20 15:09:49 UTC,999999,999999,true,
