station_id,datapoint_id,alarm_id,event_time,value,valueThreshold,isActive,storedtime
1161115033,121,309,2017-02-20 11:03:01 UTC,186,200,true,
1161115033,121,309,2017-02-20 11:03:08 UTC,228,200,false,
1161115033,121,309,2017-02-20 11:02:52 UTC,226,200,false,
1161115033,121,309,2017-02-20 11:02:44 UTC,188,200,true,
1161115033,112,303,2017-02-20 20:25:55 UTC,999999,999999,true,
1161115033,121,308,2017-02-21 22:13:29 UTC,253,240,true,
1161115033,121,308,2017-02-21 22:13:43 UTC,239,240,false,
1161115033,121,308,2017-02-21 22:15:18 UTC,242,240,true,
1161115033,121,308,2017-02-21 22:15:16 UTC,238,240,false,
1161115033,121,308,2017-02-21 22:14:11 UTC,236,240,false,
1161115033,121,308,2017-02-21 22:13:57 UTC,240,240,false,
1161115033,121,308,2017-02-21 22:14:13 UTC,243,240,true,
1161115033,121,308,2017-02-21 22:14:03 UTC,241,240,true,
1161115033,121,308,2017-02-21 22:13:45 UTC,246,240,true,
1161115033,121,308,2017-02-21 23:09:01 UTC,243,240,true,
1161115033,121,308,2017-02-21 23:32:01 UTC,243,240,true,
1161115033,121,308,2017-02-21 23:18:35 UTC,244,240,true,
1161115033,121,308,2017-02-21 23:04:05 UTC,239,240,false,
1161115033,121,308,2017-02-21 23:12:49 UTC,234,240,false,
1161115033,121,308,2017-02-21 23:04:11 UTC,246,240,true,
1161115033,121,308,2017-02-21 23:32:58 UTC,241,240,true,
1161115033,121,308,2017-02-21 23:15:12 UTC,241,240,true,
1161115033,121,308,2017-02-21 23:26:45 UTC,245,240,true,
1161115033,121,308,2017-02-21 23:31:59 UTC,239,240,false,
1161115033,121,308,2017-02-21 23:32:52 UTC,240,240,false,
1161115033,121,308,2017-02-21 23:12:18 UTC,243,240,true,
1161115033,121,308,2017-02-21 23:27:03 UTC,240,240,false,
1161115033,121,308,2017-02-21 23:19:31 UTC,243,240,true,
1161115033,121,308,2017-02-21 23:49:56 UTC,242,240,true,
1161115033,121,308,2017-02-21 23:13:56 UTC,238,240,false,
1161115033,121,308,2017-02-21 23:50:22 UTC,237,240,false,
1161115033,121,308,2017-02-21 23:27:04 UTC,241,240,true,
1161115033,121,308,2017-02-21 23:18:28 UTC,240,240,false,
1161115033,121,308,2017-02-21 23:26:43 UTC,240,240,false,
1161115033,121,308,2017-02-21 23:03:00 UTC,243,240,true,
1161115033,121,308,2017-02-21 23:17:16 UTC,247,240,true,
1161115033,121,308,2017-02-21 23:02:57 UTC,235,240,false,
1161115033,121,308,2017-02-21 23:15:25 UTC,249,240,true,
