station_id,datapoint_id,alarm_id,event_time,value,valueThreshold,isActive,storedtime
1161114049,121,309,2017-02-18 19:00:16 UTC,189,200,true,
1161114049,121,301,2017-02-18 19:00:19 UTC,74,80,true,
1161114049,121,309,2017-02-18 19:00:19 UTC,74,200,false,
1161114049,143,313,2017-02-18 20:19:09 UTC,22.5,23,true,
1161114049,143,313,2017-02-18 20:19:09 UTC,22.5,23,true,
1161114049,143,313,2017-02-18 20:34:33 UTC,23,23,false,
1161114049,124,309,2017-02-18 20:34:13 UTC,95,200,true,
1161114049,121,301,2017-02-19 08:11:30 UTC,107,80,false,
1161114049,121,309,2017-02-19 08:11:32 UTC,220,200,false,
1161114049,121,309,2017-02-19 08:11:30 UTC,107,200,true,
1161114049,124,309,2017-02-19 08:54:13 UTC,57,200,false,
1161114049,121,308,2017-02-20 01:13:27 UTC,240,240,false,
1161114049,121,308,2017-02-20 01:13:26 UTC,241,240,true,
1161114049,121,308,2017-02-20 01:13:22 UTC,241,240,true,
1161114049,121,308,2017-02-20 01:13:30 UTC,240,240,false,
1161114049,121,308,2017-02-20 01:13:23 UTC,240,240,false,
1161114049,121,308,2017-02-20 01:13:29 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:14:36 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:29:43 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:16:34 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:30:04 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:30:59 UTC,240,240,false,
1161114049,121,308,2017-02-20 04:31:00 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:24:43 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:44:17 UTC,240,240,false,
1161114049,121,308,2017-02-20 04:43:56 UTC,240,240,false,
1161114049,121,308,2017-02-20 04:29:59 UTC,240,240,false,
1161114049,121,308,2017-02-20 04:14:37 UTC,240,240,false,
1161114049,121,308,2017-02-20 04:30:27 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:15:52 UTC,240,240,false,
1161114049,121,308,2017-02-20 04:24:41 UTC,240,240,false,
1161114049,121,308,2017-02-20 04:14:23 UTC,240,240,false,
1161114049,121,308,2017-02-20 04:31:01 UTC,240,240,false,
1161114049,121,308,2017-02-20 04:24:46 UTC,240,240,false,
1161114049,121,308,2017-02-20 04:15:46 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:15:59 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:43:50 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:31:23 UTC,240,240,false,
1161114049,121,308,2017-02-20 04:16:06 UTC,240,240,false,
1161114049,121,308,2017-02-20 04:14:17 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:31:22 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:44:13 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:24:08 UTC,241,240,true,
1161114049,121,308,2017-02-20 04:16:42 UTC,240,240,false,
1161114049,121,308,2017-02-20 04:30:17 UTC,240,240,false,
1161114049,121,308,2017-02-20 11:43:32 UTC,240,240,false,
1161114049,121,308,2017-02-20 11:43:36 UTC,241,240,true,
1161114049,121,308,2017-02-20 11:45:01 UTC,240,240,false,
1161114049,121,308,2017-02-20 11:43:29 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:07:03 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:07:45 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:08:31 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:03:45 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:25:45 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:27:24 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:18:57 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:20:54 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:16:03 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:16:07 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:18:42 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:04:07 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:14:34 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:21:56 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:25:39 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:03:46 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:04:08 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:16:08 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:22:29 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:22:30 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:16:09 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:07:03 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:08:30 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:01:29 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:07:49 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:08:36 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:18:44 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:14:36 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:27:45 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:15:37 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:07:47 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:21:46 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:08:32 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:02:11 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:15:30 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:01:34 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:03:54 UTC,240,240,false,
1161114049,121,308,2017-02-21 04:08:23 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:16:11 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:01:50 UTC,241,240,true,
1161114049,121,308,2017-02-21 04:16:12 UTC,240,240,false,
